drug,side_effect,label,query
teniposide,gastritis erosive,0,Is gastritis erosive an adverse effect of teniposide?
teniposide,high density lipoprotein increased,0,Is high density lipoprotein increased an adverse effect of teniposide?
teniposide,binge eating,0,Is binge eating an adverse effect of teniposide?
teniposide,spermatozoa abnormal,0,Is spermatozoa abnormal an adverse effect of teniposide?
teniposide,repetitive speech,0,Is repetitive speech an adverse effect of teniposide?
teniposide,beckwith-wiedemann syndrome,0,Is beckwith-wiedemann syndrome an adverse effect of teniposide?
teniposide,corneal opacity,0,Is corneal opacity an adverse effect of teniposide?
teniposide,laryngospasm,0,Is laryngospasm an adverse effect of teniposide?
adefovir,myalgia,1,Is myalgia an adverse effect of adefovir?
adefovir,anaemia,1,Is anaemia an adverse effect of adefovir?
adefovir,fracture,1,Is fracture an adverse effect of adefovir?
adefovir,liver disorder,1,Is liver disorder an adverse effect of adefovir?
adefovir,alanine aminotransferase increased,1,Is alanine aminotransferase increased an adverse effect of adefovir?
adefovir,blood creatinine increased,1,Is blood creatinine increased an adverse effect of adefovir?
adefovir,weight decreased,1,Is weight decreased an adverse effect of adefovir?
adefovir,hepatic failure,1,Is hepatic failure an adverse effect of adefovir?
adefovir,skin disorder,1,Is skin disorder an adverse effect of adefovir?
adefovir,hepatobiliary disease,1,Is hepatobiliary disease an adverse effect of adefovir?
adefovir,progesterone,0,Is progesterone an adverse effect of adefovir?
adefovir,postoperative wound infection,0,Is postoperative wound infection an adverse effect of adefovir?
adefovir,mesenteric artery thrombosis,0,Is mesenteric artery thrombosis an adverse effect of adefovir?
adefovir,blood phosphorus increased,0,Is blood phosphorus increased an adverse effect of adefovir?
adefovir,ear pruritus,0,Is ear pruritus an adverse effect of adefovir?
adefovir,ingrown hair,0,Is ingrown hair an adverse effect of adefovir?
adefovir,laceration,0,Is laceration an adverse effect of adefovir?
adefovir,vaginal mucosal blistering,0,Is vaginal mucosal blistering an adverse effect of adefovir?
adefovir,intermittent explosive disorder,0,Is intermittent explosive disorder an adverse effect of adefovir?
adefovir,postmenopausal haemorrhage,0,Is postmenopausal haemorrhage an adverse effect of adefovir?
cefadroxil,vaginal inflammation,1,Is vaginal inflammation an adverse effect of cefadroxil?
cefadroxil,dermatitis,1,Is dermatitis an adverse effect of cefadroxil?
cefadroxil,eosinophilia,1,Is eosinophilia an adverse effect of cefadroxil?
cefadroxil,serum sickness,1,Is serum sickness an adverse effect of cefadroxil?
cefadroxil,body temperature increased,1,Is body temperature increased an adverse effect of cefadroxil?
cefadroxil,headache,1,Is headache an adverse effect of cefadroxil?
cefadroxil,haemorrhage,1,Is haemorrhage an adverse effect of cefadroxil?
cefadroxil,pruritus,1,Is pruritus an adverse effect of cefadroxil?
cefadroxil,asthenia,1,Is asthenia an adverse effect of cefadroxil?
cefadroxil,prothrombin level increased,1,Is prothrombin level increased an adverse effect of cefadroxil?
cefadroxil,cataract traumatic,0,Is cataract traumatic an adverse effect of cefadroxil?
cefadroxil,psychotic disorder,0,Is psychotic disorder an adverse effect of cefadroxil?
cefadroxil,skin swelling,0,Is skin swelling an adverse effect of cefadroxil?
cefadroxil,rectal spasm,0,Is rectal spasm an adverse effect of cefadroxil?
cefadroxil,acne infantile,0,Is acne infantile an adverse effect of cefadroxil?
cefadroxil,intracranial pressure increased,0,Is intracranial pressure increased an adverse effect of cefadroxil?
cefadroxil,hypopituitarism,0,Is hypopituitarism an adverse effect of cefadroxil?
cefadroxil,genital haemorrhage,0,Is genital haemorrhage an adverse effect of cefadroxil?
cefadroxil,coagulation factor decreased,0,Is coagulation factor decreased an adverse effect of cefadroxil?
cefadroxil,prothrombin time ratio,0,Is prothrombin time ratio an adverse effect of cefadroxil?
cefprozil,tension,1,Is tension an adverse effect of cefprozil?
cefprozil,aplastic anaemia,1,Is aplastic anaemia an adverse effect of cefprozil?
cefprozil,pneumonia streptococcal,1,Is pneumonia streptococcal an adverse effect of cefprozil?
cefprozil,congenital anomaly,1,Is congenital anomaly an adverse effect of cefprozil?
cefprozil,jaundice cholestatic,1,Is jaundice cholestatic an adverse effect of cefprozil?
cefprozil,body temperature increased,1,Is body temperature increased an adverse effect of cefprozil?
cefprozil,feeling abnormal,1,Is feeling abnormal an adverse effect of cefprozil?
cefprozil,superinfection,1,Is superinfection an adverse effect of cefprozil?
cefprozil,erythema multiforme,1,Is erythema multiforme an adverse effect of cefprozil?
cefprozil,hyperkinesia,1,Is hyperkinesia an adverse effect of cefprozil?
cefprozil,breath sounds abnormal,0,Is breath sounds abnormal an adverse effect of cefprozil?
cefprozil,acquired haemophilia,0,Is acquired haemophilia an adverse effect of cefprozil?
cefprozil,hypogeusia,0,Is hypogeusia an adverse effect of cefprozil?
cefprozil,gastric ulcer,0,Is gastric ulcer an adverse effect of cefprozil?
cefprozil,uterine cervical erosion,0,Is uterine cervical erosion an adverse effect of cefprozil?
cefprozil,floppy infant,0,Is floppy infant an adverse effect of cefprozil?
cefprozil,gingival disorder,0,Is gingival disorder an adverse effect of cefprozil?
cefprozil,hypervigilance,0,Is hypervigilance an adverse effect of cefprozil?
cefprozil,hypertrophy,0,Is hypertrophy an adverse effect of cefprozil?
cefprozil,tooth infection,0,Is tooth infection an adverse effect of cefprozil?
entecavir,abdominal pain,1,Is abdominal pain an adverse effect of entecavir?
entecavir,asthenia,1,Is asthenia an adverse effect of entecavir?
entecavir,hepatorenal syndrome,1,Is hepatorenal syndrome an adverse effect of entecavir?
entecavir,gastrointestinal disorder,1,Is gastrointestinal disorder an adverse effect of entecavir?
entecavir,product taste abnormal,1,Is product taste abnormal an adverse effect of entecavir?
entecavir,hepatic encephalopathy,1,Is hepatic encephalopathy an adverse effect of entecavir?
entecavir,oedema peripheral,1,Is oedema peripheral an adverse effect of entecavir?
entecavir,anaphylactoid reaction,1,Is anaphylactoid reaction an adverse effect of entecavir?
entecavir,dermatitis,1,Is dermatitis an adverse effect of entecavir?
entecavir,vomiting,1,Is vomiting an adverse effect of entecavir?
entecavir,acrochordon,0,Is acrochordon an adverse effect of entecavir?
entecavir,urinary tract infection fungal,0,Is urinary tract infection fungal an adverse effect of entecavir?
entecavir,oesophageal spasm,0,Is oesophageal spasm an adverse effect of entecavir?
entecavir,red blood cell count increased,0,Is red blood cell count increased an adverse effect of entecavir?
entecavir,gastrointestinal obstruction,0,Is gastrointestinal obstruction an adverse effect of entecavir?
entecavir,graft complication,0,Is graft complication an adverse effect of entecavir?
entecavir,albuminuria,0,Is albuminuria an adverse effect of entecavir?
entecavir,mechanical urticaria,0,Is mechanical urticaria an adverse effect of entecavir?
entecavir,fibrocystic breast disease,0,Is fibrocystic breast disease an adverse effect of entecavir?
entecavir,adrenocortical insufficiency acute,0,Is adrenocortical insufficiency acute an adverse effect of entecavir?
cefotaxime,induration,1,Is induration an adverse effect of cefotaxime?
cefotaxime,encephalopathy,1,Is encephalopathy an adverse effect of cefotaxime?
cefotaxime,body temperature increased,1,Is body temperature increased an adverse effect of cefotaxime?
cefotaxime,dermatitis bullous,1,Is dermatitis bullous an adverse effect of cefotaxime?
cefotaxime,angioedema,1,Is angioedema an adverse effect of cefotaxime?
cefotaxime,tenderness,1,Is tenderness an adverse effect of cefotaxime?
cefotaxime,hepatic function abnormal,1,Is hepatic function abnormal an adverse effect of cefotaxime?
cefotaxime,shock,1,Is shock an adverse effect of cefotaxime?
cefotaxime,eosinophilia,1,Is eosinophilia an adverse effect of cefotaxime?
cefotaxime,vaginal infection,1,Is vaginal infection an adverse effect of cefotaxime?
cefotaxime,choking sensation,0,Is choking sensation an adverse effect of cefotaxime?
cefotaxime,automatism,0,Is automatism an adverse effect of cefotaxime?
cefotaxime,carbon dioxide decreased,0,Is carbon dioxide decreased an adverse effect of cefotaxime?
cefotaxime,papillary muscle rupture,0,Is papillary muscle rupture an adverse effect of cefotaxime?
cefotaxime,house dust allergy,0,Is house dust allergy an adverse effect of cefotaxime?
cefotaxime,bacterial disease carrier,0,Is bacterial disease carrier an adverse effect of cefotaxime?
cefotaxime,blood sodium abnormal,0,Is blood sodium abnormal an adverse effect of cefotaxime?
cefotaxime,sinobronchitis,0,Is sinobronchitis an adverse effect of cefotaxime?
cefotaxime,factor xi deficiency,0,Is factor xi deficiency an adverse effect of cefotaxime?
cefotaxime,hyperpathia,0,Is hyperpathia an adverse effect of cefotaxime?
cinacalcet,vomiting,1,Is vomiting an adverse effect of cinacalcet?
cinacalcet,tetany,1,Is tetany an adverse effect of cinacalcet?
cinacalcet,fatigue,1,Is fatigue an adverse effect of cinacalcet?
cinacalcet,body temperature increased,1,Is body temperature increased an adverse effect of cinacalcet?
cinacalcet,constipation,1,Is constipation an adverse effect of cinacalcet?
cinacalcet,infection,1,Is infection an adverse effect of cinacalcet?
cinacalcet,decreased appetite,1,Is decreased appetite an adverse effect of cinacalcet?
cinacalcet,malnutrition,1,Is malnutrition an adverse effect of cinacalcet?
cinacalcet,dyspnoea,1,Is dyspnoea an adverse effect of cinacalcet?
cinacalcet,anaemia,1,Is anaemia an adverse effect of cinacalcet?
cinacalcet,glioblastoma multiforme,0,Is glioblastoma multiforme an adverse effect of cinacalcet?
cinacalcet,nail bed tenderness,0,Is nail bed tenderness an adverse effect of cinacalcet?
cinacalcet,ketonuria,0,Is ketonuria an adverse effect of cinacalcet?
cinacalcet,cor pulmonale,0,Is cor pulmonale an adverse effect of cinacalcet?
cinacalcet,joint instability,0,Is joint instability an adverse effect of cinacalcet?
cinacalcet,macule,0,Is macule an adverse effect of cinacalcet?
cinacalcet,type iv hypersensitivity reaction,0,Is type iv hypersensitivity reaction an adverse effect of cinacalcet?
cinacalcet,joint dislocation,0,Is joint dislocation an adverse effect of cinacalcet?
cinacalcet,neurosis,0,Is neurosis an adverse effect of cinacalcet?
cinacalcet,sudden infant death syndrome,0,Is sudden infant death syndrome an adverse effect of cinacalcet?
estramustine,tenderness,1,Is tenderness an adverse effect of estramustine?
estramustine,eye pain,1,Is eye pain an adverse effect of estramustine?
estramustine,acute coronary syndrome,1,Is acute coronary syndrome an adverse effect of estramustine?
estramustine,cerebrovascular accident,1,Is cerebrovascular accident an adverse effect of estramustine?
estramustine,embolism,1,Is embolism an adverse effect of estramustine?
estramustine,throat irritation,1,Is throat irritation an adverse effect of estramustine?
estramustine,gynaecomastia,1,Is gynaecomastia an adverse effect of estramustine?
estramustine,myocardial infarction,1,Is myocardial infarction an adverse effect of estramustine?
estramustine,anxiety,1,Is anxiety an adverse effect of estramustine?
estramustine,dysphonia,1,Is dysphonia an adverse effect of estramustine?
estramustine,benign breast neoplasm,0,Is benign breast neoplasm an adverse effect of estramustine?
estramustine,respiratory disorder neonatal,0,Is respiratory disorder neonatal an adverse effect of estramustine?
estramustine,thought blocking,0,Is thought blocking an adverse effect of estramustine?
estramustine,blood osmolarity increased,0,Is blood osmolarity increased an adverse effect of estramustine?
estramustine,premature rupture of membranes,0,Is premature rupture of membranes an adverse effect of estramustine?
estramustine,allodynia,0,Is allodynia an adverse effect of estramustine?
estramustine,acute interstitial pneumonitis,0,Is acute interstitial pneumonitis an adverse effect of estramustine?
estramustine,chorioretinopathy,0,Is chorioretinopathy an adverse effect of estramustine?
estramustine,puncture site reaction,0,Is puncture site reaction an adverse effect of estramustine?
estramustine,cholecystitis,0,Is cholecystitis an adverse effect of estramustine?
ethambutol,neutropenia,1,Is neutropenia an adverse effect of ethambutol?
ethambutol,nephritis,1,Is nephritis an adverse effect of ethambutol?
ethambutol,thrombocytopenia,1,Is thrombocytopenia an adverse effect of ethambutol?
ethambutol,rash,1,Is rash an adverse effect of ethambutol?
ethambutol,musculoskeletal discomfort,1,Is musculoskeletal discomfort an adverse effect of ethambutol?
ethambutol,disorientation,1,Is disorientation an adverse effect of ethambutol?
ethambutol,dermatitis,1,Is dermatitis an adverse effect of ethambutol?
ethambutol,vomiting,1,Is vomiting an adverse effect of ethambutol?
ethambutol,lung infiltration,1,Is lung infiltration an adverse effect of ethambutol?
ethambutol,feeling abnormal,1,Is feeling abnormal an adverse effect of ethambutol?
ethambutol,renal failure acute,0,Is renal failure acute an adverse effect of ethambutol?
ethambutol,vitreous opacities,0,Is vitreous opacities an adverse effect of ethambutol?
ethambutol,panophthalmitis,0,Is panophthalmitis an adverse effect of ethambutol?
ethambutol,myelitis transverse,0,Is myelitis transverse an adverse effect of ethambutol?
ethambutol,hypovitaminosis,0,Is hypovitaminosis an adverse effect of ethambutol?
ethambutol,tobacco withdrawal symptoms,0,Is tobacco withdrawal symptoms an adverse effect of ethambutol?
ethambutol,dermatophytosis,0,Is dermatophytosis an adverse effect of ethambutol?
ethambutol,diverticulum,0,Is diverticulum an adverse effect of ethambutol?
ethambutol,electrocardiogram qt interval abnormal,0,Is electrocardiogram qt interval abnormal an adverse effect of ethambutol?
ethambutol,pneumocystis jirovecii infection,0,Is pneumocystis jirovecii infection an adverse effect of ethambutol?
etidronate,discomfort,1,Is discomfort an adverse effect of etidronate?
etidronate,urticaria,1,Is urticaria an adverse effect of etidronate?
etidronate,paraesthesia,1,Is paraesthesia an adverse effect of etidronate?
etidronate,vomiting,1,Is vomiting an adverse effect of etidronate?
etidronate,fracture,1,Is fracture an adverse effect of etidronate?
etidronate,osteoarthritis,1,Is osteoarthritis an adverse effect of etidronate?
etidronate,nausea,1,Is nausea an adverse effect of etidronate?
etidronate,flatulence,1,Is flatulence an adverse effect of etidronate?
etidronate,leukopenia,1,Is leukopenia an adverse effect of etidronate?
etidronate,dermatitis,1,Is dermatitis an adverse effect of etidronate?
etidronate,peripheral motor neuropathy,0,Is peripheral motor neuropathy an adverse effect of etidronate?
etidronate,non-small cell lung cancer,0,Is non-small cell lung cancer an adverse effect of etidronate?
etidronate,lymphatic disorder,0,Is lymphatic disorder an adverse effect of etidronate?
etidronate,upper-airway cough syndrome,0,Is upper-airway cough syndrome an adverse effect of etidronate?
etidronate,mesothelioma,0,Is mesothelioma an adverse effect of etidronate?
etidronate,opisthotonus,0,Is opisthotonus an adverse effect of etidronate?
etidronate,coagulopathy,0,Is coagulopathy an adverse effect of etidronate?
etidronate,anaemia megaloblastic,0,Is anaemia megaloblastic an adverse effect of etidronate?
etidronate,methaemoglobinaemia,0,Is methaemoglobinaemia an adverse effect of etidronate?
etidronate,catheter site related reaction,0,Is catheter site related reaction an adverse effect of etidronate?
methylene,arrhythmia,1,Is arrhythmia an adverse effect of methylene?
methylene,abdominal pain,1,Is abdominal pain an adverse effect of methylene?
methylene,hyperhidrosis,1,Is hyperhidrosis an adverse effect of methylene?
methylene,diarrhoea,1,Is diarrhoea an adverse effect of methylene?
methylene,cardiac disorder,1,Is cardiac disorder an adverse effect of methylene?
methylene,mental disorder,1,Is mental disorder an adverse effect of methylene?
methylene,gastrointestinal pain,1,Is gastrointestinal pain an adverse effect of methylene?
methylene,hyperbilirubinaemia,1,Is hyperbilirubinaemia an adverse effect of methylene?
methylene,dizziness,1,Is dizziness an adverse effect of methylene?
methylene,dysuria,1,Is dysuria an adverse effect of methylene?
methylene,aortic bruit,0,Is aortic bruit an adverse effect of methylene?
methylene,cerebrovascular insufficiency,0,Is cerebrovascular insufficiency an adverse effect of methylene?
methylene,nasal odour,0,Is nasal odour an adverse effect of methylene?
methylene,gastrointestinal hypomotility,0,Is gastrointestinal hypomotility an adverse effect of methylene?
methylene,fixed eruption,0,Is fixed eruption an adverse effect of methylene?
methylene,haematospermia,0,Is haematospermia an adverse effect of methylene?
methylene,trichorrhexis,0,Is trichorrhexis an adverse effect of methylene?
methylene,anogenital warts,0,Is anogenital warts an adverse effect of methylene?
methylene,mineralocorticoid deficiency,0,Is mineralocorticoid deficiency an adverse effect of methylene?
methylene,bacterial prostatitis,0,Is bacterial prostatitis an adverse effect of methylene?
mitomycin,ulcer,1,Is ulcer an adverse effect of mitomycin?
mitomycin,erythema,1,Is erythema an adverse effect of mitomycin?
mitomycin,dermatitis,1,Is dermatitis an adverse effect of mitomycin?
mitomycin,headache,1,Is headache an adverse effect of mitomycin?
mitomycin,asthenia,1,Is asthenia an adverse effect of mitomycin?
mitomycin,cough,1,Is cough an adverse effect of mitomycin?
mitomycin,pulmonary oedema,1,Is pulmonary oedema an adverse effect of mitomycin?
mitomycin,leukopenia,1,Is leukopenia an adverse effect of mitomycin?
mitomycin,injection site cellulitis,1,Is injection site cellulitis an adverse effect of mitomycin?
mitomycin,loss of consciousness,1,Is loss of consciousness an adverse effect of mitomycin?
mitomycin,fixed eruption,0,Is fixed eruption an adverse effect of mitomycin?
mitomycin,uterine rupture,0,Is uterine rupture an adverse effect of mitomycin?
mitomycin,pregnancy test positive,0,Is pregnancy test positive an adverse effect of mitomycin?
mitomycin,xanthomatosis,0,Is xanthomatosis an adverse effect of mitomycin?
mitomycin,application site irritation,0,Is application site irritation an adverse effect of mitomycin?
mitomycin,arrhythmia supraventricular,0,Is arrhythmia supraventricular an adverse effect of mitomycin?
mitomycin,respiratory tract infection viral,0,Is respiratory tract infection viral an adverse effect of mitomycin?
mitomycin,glycosylated haemoglobin increased,0,Is glycosylated haemoglobin increased an adverse effect of mitomycin?
mitomycin,red blood cell count increased,0,Is red blood cell count increased an adverse effect of mitomycin?
mitomycin,pneumonia streptococcal,0,Is pneumonia streptococcal an adverse effect of mitomycin?
revasc,nervous system disorder,1,Is nervous system disorder an adverse effect of revasc?
revasc,oedema peripheral,1,Is oedema peripheral an adverse effect of revasc?
revasc,pain in extremity,1,Is pain in extremity an adverse effect of revasc?
revasc,oliguria,1,Is oliguria an adverse effect of revasc?
revasc,gastrointestinal disorder,1,Is gastrointestinal disorder an adverse effect of revasc?
revasc,vomiting,1,Is vomiting an adverse effect of revasc?
revasc,haemorrhage,1,Is haemorrhage an adverse effect of revasc?
revasc,urinary retention,1,Is urinary retention an adverse effect of revasc?
revasc,insomnia,1,Is insomnia an adverse effect of revasc?
revasc,haematemesis,1,Is haematemesis an adverse effect of revasc?
revasc,incision site complication,0,Is incision site complication an adverse effect of revasc?
revasc,psychomotor skills impaired,0,Is psychomotor skills impaired an adverse effect of revasc?
revasc,family stress,0,Is family stress an adverse effect of revasc?
revasc,injection site abscess sterile,0,Is injection site abscess sterile an adverse effect of revasc?
revasc,dacryocystitis,0,Is dacryocystitis an adverse effect of revasc?
revasc,sleep talking,0,Is sleep talking an adverse effect of revasc?
revasc,drug tolerance,0,Is drug tolerance an adverse effect of revasc?
revasc,oesophageal haemorrhage,0,Is oesophageal haemorrhage an adverse effect of revasc?
revasc,anal inflammation,0,Is anal inflammation an adverse effect of revasc?
revasc,basal cell carcinoma,0,Is basal cell carcinoma an adverse effect of revasc?
sugammadex,immune system disorder,1,Is immune system disorder an adverse effect of sugammadex?
sugammadex,constipation,1,Is constipation an adverse effect of sugammadex?
sugammadex,hypoaesthesia,1,Is hypoaesthesia an adverse effect of sugammadex?
sugammadex,mental disorder,1,Is mental disorder an adverse effect of sugammadex?
sugammadex,recurrence of neuromuscular blockade,1,Is recurrence of neuromuscular blockade an adverse effect of sugammadex?
sugammadex,headache,1,Is headache an adverse effect of sugammadex?
sugammadex,infestation,1,Is infestation an adverse effect of sugammadex?
sugammadex,gastrointestinal disorder,1,Is gastrointestinal disorder an adverse effect of sugammadex?
sugammadex,nervous system disorder,1,Is nervous system disorder an adverse effect of sugammadex?
sugammadex,insomnia,1,Is insomnia an adverse effect of sugammadex?
sugammadex,cardiac enzymes increased,0,Is cardiac enzymes increased an adverse effect of sugammadex?
sugammadex,nephritis,0,Is nephritis an adverse effect of sugammadex?
sugammadex,blood osmolarity increased,0,Is blood osmolarity increased an adverse effect of sugammadex?
sugammadex,blood urea decreased,0,Is blood urea decreased an adverse effect of sugammadex?
sugammadex,blood disorder,0,Is blood disorder an adverse effect of sugammadex?
sugammadex,nystagmus,0,Is nystagmus an adverse effect of sugammadex?
sugammadex,muscle swelling,0,Is muscle swelling an adverse effect of sugammadex?
sugammadex,paralysis,0,Is paralysis an adverse effect of sugammadex?
sugammadex,blood bilirubin unconjugated increased,0,Is blood bilirubin unconjugated increased an adverse effect of sugammadex?
sugammadex,disinhibition,0,Is disinhibition an adverse effect of sugammadex?
agomelatine,urticaria,1,Is urticaria an adverse effect of agomelatine?
agomelatine,irritability,1,Is irritability an adverse effect of agomelatine?
agomelatine,rash erythematous,1,Is rash erythematous an adverse effect of agomelatine?
agomelatine,angioedema,1,Is angioedema an adverse effect of agomelatine?
agomelatine,suicidal ideation,1,Is suicidal ideation an adverse effect of agomelatine?
agomelatine,dry mouth,1,Is dry mouth an adverse effect of agomelatine?
agomelatine,infestation,1,Is infestation an adverse effect of agomelatine?
agomelatine,blood alkaline phosphatase increased,1,Is blood alkaline phosphatase increased an adverse effect of agomelatine?
agomelatine,influenza,1,Is influenza an adverse effect of agomelatine?
agomelatine,asthenia,1,Is asthenia an adverse effect of agomelatine?
agomelatine,urge incontinence,0,Is urge incontinence an adverse effect of agomelatine?
agomelatine,hypervitaminosis d,0,Is hypervitaminosis d an adverse effect of agomelatine?
agomelatine,renal artery stenosis,0,Is renal artery stenosis an adverse effect of agomelatine?
agomelatine,strangury,0,Is strangury an adverse effect of agomelatine?
agomelatine,application site vesicles,0,Is application site vesicles an adverse effect of agomelatine?
agomelatine,sense of oppression,0,Is sense of oppression an adverse effect of agomelatine?
agomelatine,pulmonary microemboli,0,Is pulmonary microemboli an adverse effect of agomelatine?
agomelatine,multiple sclerosis,0,Is multiple sclerosis an adverse effect of agomelatine?
agomelatine,proctitis herpes,0,Is proctitis herpes an adverse effect of agomelatine?
agomelatine,increased appetite,0,Is increased appetite an adverse effect of agomelatine?
amd3100,urticaria,1,Is urticaria an adverse effect of amd3100?
amd3100,nausea,1,Is nausea an adverse effect of amd3100?
amd3100,gastrointestinal pain,1,Is gastrointestinal pain an adverse effect of amd3100?
amd3100,syncope,1,Is syncope an adverse effect of amd3100?
amd3100,headache,1,Is headache an adverse effect of amd3100?
amd3100,dry mouth,1,Is dry mouth an adverse effect of amd3100?
amd3100,tumour cell mobilisation,1,Is tumour cell mobilisation an adverse effect of amd3100?
amd3100,eye swelling,1,Is eye swelling an adverse effect of amd3100?
amd3100,hyperhidrosis,1,Is hyperhidrosis an adverse effect of amd3100?
amd3100,leukostasis,1,Is leukostasis an adverse effect of amd3100?
amd3100,synovitis,0,Is synovitis an adverse effect of amd3100?
amd3100,erythrasma,0,Is erythrasma an adverse effect of amd3100?
amd3100,blunted affect,0,Is blunted affect an adverse effect of amd3100?
amd3100,arterial thrombosis,0,Is arterial thrombosis an adverse effect of amd3100?
amd3100,vascular rupture,0,Is vascular rupture an adverse effect of amd3100?
amd3100,aspergillus infection,0,Is aspergillus infection an adverse effect of amd3100?
amd3100,ovarian cyst,0,Is ovarian cyst an adverse effect of amd3100?
amd3100,fibroadenoma of breast,0,Is fibroadenoma of breast an adverse effect of amd3100?
amd3100,chloasma,0,Is chloasma an adverse effect of amd3100?
amd3100,progressive multifocal leukoencephalopathy,0,Is progressive multifocal leukoencephalopathy an adverse effect of amd3100?
chlorpheniramine,chills,1,Is chills an adverse effect of chlorpheniramine?
chlorpheniramine,convulsion,1,Is convulsion an adverse effect of chlorpheniramine?
chlorpheniramine,nausea,1,Is nausea an adverse effect of chlorpheniramine?
chlorpheniramine,nasal congestion,1,Is nasal congestion an adverse effect of chlorpheniramine?
chlorpheniramine,urinary hesitation,1,Is urinary hesitation an adverse effect of chlorpheniramine?
chlorpheniramine,vertigo,1,Is vertigo an adverse effect of chlorpheniramine?
chlorpheniramine,tension,1,Is tension an adverse effect of chlorpheniramine?
chlorpheniramine,agitation,1,Is agitation an adverse effect of chlorpheniramine?
chlorpheniramine,dizziness,1,Is dizziness an adverse effect of chlorpheniramine?
chlorpheniramine,euphoric mood,1,Is euphoric mood an adverse effect of chlorpheniramine?
chlorpheniramine,gastrointestinal fistula,0,Is gastrointestinal fistula an adverse effect of chlorpheniramine?
chlorpheniramine,posterior reversible encephalopathy syndrome,0,Is posterior reversible encephalopathy syndrome an adverse effect of chlorpheniramine?
chlorpheniramine,coagulation factor decreased,0,Is coagulation factor decreased an adverse effect of chlorpheniramine?
chlorpheniramine,hepatic function abnormal,0,Is hepatic function abnormal an adverse effect of chlorpheniramine?
chlorpheniramine,ocular vascular disorder,0,Is ocular vascular disorder an adverse effect of chlorpheniramine?
chlorpheniramine,neutrophil count increased,0,Is neutrophil count increased an adverse effect of chlorpheniramine?
chlorpheniramine,myopia,0,Is myopia an adverse effect of chlorpheniramine?
chlorpheniramine,renal cortical necrosis,0,Is renal cortical necrosis an adverse effect of chlorpheniramine?
chlorpheniramine,oesophageal discomfort,0,Is oesophageal discomfort an adverse effect of chlorpheniramine?
chlorpheniramine,cholecystitis chronic,0,Is cholecystitis chronic an adverse effect of chlorpheniramine?
digoxin,ventricular arrhythmia,1,Is ventricular arrhythmia an adverse effect of digoxin?
digoxin,electrocardiogram st segment depression,1,Is electrocardiogram st segment depression an adverse effect of digoxin?
digoxin,gastrointestinal disorder,1,Is gastrointestinal disorder an adverse effect of digoxin?
digoxin,dissociation,1,Is dissociation an adverse effect of digoxin?
digoxin,rash,1,Is rash an adverse effect of digoxin?
digoxin,vision blurred,1,Is vision blurred an adverse effect of digoxin?
digoxin,feeling abnormal,1,Is feeling abnormal an adverse effect of digoxin?
digoxin,intestinal ischaemia,1,Is intestinal ischaemia an adverse effect of digoxin?
digoxin,dizziness,1,Is dizziness an adverse effect of digoxin?
digoxin,dermatitis,1,Is dermatitis an adverse effect of digoxin?
digoxin,abnormal behaviour,0,Is abnormal behaviour an adverse effect of digoxin?
digoxin,ileus,0,Is ileus an adverse effect of digoxin?
digoxin,inguinal hernia,0,Is inguinal hernia an adverse effect of digoxin?
digoxin,mitral valve incompetence,0,Is mitral valve incompetence an adverse effect of digoxin?
digoxin,pulmonary hypoplasia,0,Is pulmonary hypoplasia an adverse effect of digoxin?
digoxin,cyanopsia,0,Is cyanopsia an adverse effect of digoxin?
digoxin,change of bowel habit,0,Is change of bowel habit an adverse effect of digoxin?
digoxin,respiratory syncytial virus infection,0,Is respiratory syncytial virus infection an adverse effect of digoxin?
digoxin,eye ulcer,0,Is eye ulcer an adverse effect of digoxin?
digoxin,acute coronary syndrome,0,Is acute coronary syndrome an adverse effect of digoxin?
flurazepam,shock,1,Is shock an adverse effect of flurazepam?
flurazepam,gait disturbance,1,Is gait disturbance an adverse effect of flurazepam?
flurazepam,pruritus,1,Is pruritus an adverse effect of flurazepam?
flurazepam,dysarthria,1,Is dysarthria an adverse effect of flurazepam?
flurazepam,syncope,1,Is syncope an adverse effect of flurazepam?
flurazepam,confusional state,1,Is confusional state an adverse effect of flurazepam?
flurazepam,rash,1,Is rash an adverse effect of flurazepam?
flurazepam,constipation,1,Is constipation an adverse effect of flurazepam?
flurazepam,hyperhidrosis,1,Is hyperhidrosis an adverse effect of flurazepam?
flurazepam,nervousness,1,Is nervousness an adverse effect of flurazepam?
flurazepam,rhabdomyolysis,0,Is rhabdomyolysis an adverse effect of flurazepam?
flurazepam,arcus lipoides,0,Is arcus lipoides an adverse effect of flurazepam?
flurazepam,arthritis,0,Is arthritis an adverse effect of flurazepam?
flurazepam,hepatic necrosis,0,Is hepatic necrosis an adverse effect of flurazepam?
flurazepam,endometritis,0,Is endometritis an adverse effect of flurazepam?
flurazepam,blood oestrogen decreased,0,Is blood oestrogen decreased an adverse effect of flurazepam?
flurazepam,large intestinal haemorrhage,0,Is large intestinal haemorrhage an adverse effect of flurazepam?
flurazepam,sphincter of oddi dysfunction,0,Is sphincter of oddi dysfunction an adverse effect of flurazepam?
flurazepam,parkinsonian rest tremor,0,Is parkinsonian rest tremor an adverse effect of flurazepam?
flurazepam,pulmonary oil microembolism,0,Is pulmonary oil microembolism an adverse effect of flurazepam?
ioxilan,haematuria,1,Is haematuria an adverse effect of ioxilan?
