query,query_type,drug,severity_filter,ground_truth,num_results,organ_filter,comparison_type,drug1,drug2,risk_group,requires_clinical_context,temporal_filter,requires_temporal_data,mechanism,requires_mechanism_data,source_drug,requires_graph,hop_count,pathway_analysis,drugs,network_analysis,organ,cluster_analysis
What side effects do delamanid and verteporfin have in common?,drug_comparison,,,"['constipation', 'dry eye', 'body temperature increased', 'cough', 'hyperhidrosis', 'dermatitis', 'pruritus', 'cardiac disorder', 'urticaria', 'musculoskeletal discomfort', 'unspecified disorder of skin and subcutaneous tissue', 'sleep disorder', 'asthenia', 'anaemia', 'hypercholesterolaemia', 'nausea', 'hypoaesthesia', 'arthralgia', 'eye disorder', 'headache', 'dyspnoea', 'feeling abnormal', 'discomfort', 'malnutrition', 'hypertension', 'gastrointestinal disorder', 'skin disorder', 'angiopathy', 'dizziness', 'muscular weakness', 'musculoskeletal pain', 'chest pain', 'ill-defined disorder', 'rash', 'malaise', 'nervous system disorder']",,,common,delamanid,verteporfin,,,,,,,,,,,,,,
Which side effects are unique to isosorbide compared to malvidin?,drug_comparison,,,"['vomiting', 'angina unstable', 'reflex tachycardia', 'dermatitis exfoliative', 'lightheadedness', 'hypotensive', 'withdrawal hypertension', 'haemolytic anaemia', 'oedema peripheral', 'methaemoglobinaemia', 'angina pectoris', 'flushing', 'rebound hypertension', 'nausea']",,,unique,isosorbide,malvidin,,,,,,,,,,,,,,
Compare the side effect profiles of glat and gadolinium,drug_comparison,,,"{'common': ['hypersensitivity', 'injection site swelling', 'diplopia', 'eructation', 'dermatitis', 'pruritus', 'injection site reaction', 'injection site pain', 'musculoskeletal discomfort', 'loss of consciousness', 'angioedema', 'chills', 'dyspnoea', 'hypertension', 'gastrointestinal disorder', 'nervousness', 'face oedema', 'body temperature increased', 'tongue oedema', 'dry mouth', 'muscle spasms', 'cardiac disorder', 'laryngospasm', 'erythema', 'thrombocytopenia', 'asthenia', 'palpitations', 'arthralgia', 'skin disorder', 'anaphylactoid reaction', 'angiopathy', 'dizziness', 'blood and lymphatic system disorders', 'rhinitis', 'pain', 'arrhythmia', 'hypotension', 'thrombophlebitis', 'tongue disorder', 'cough', 'dysphagia', 'paraesthesia oral', 'unspecified disorder of skin and subcutaneous tissue', 'anxiety', 'tremor', 'nausea', 'eye disorder', 'tachycardia', 'epistaxis', 'chest pain', 'depersonalisation', 'tension', 'injection site inflammation', 'nervous system disorder', 'vomiting', 'increased appetite', 'shock', 'mediastinal disorder', 'immune system disorder', 'dry skin', 'hyperhidrosis', 'oedema', 'urticaria', 'asthma', 'dermatitis bullous', 'anaphylactic shock', 'bradycardia', 'burning sensation', 'syncope', 'cyanosis', 'connective tissue disorder', 'back pain', 'hallucination', 'rash', 'convulsion', 'rash maculo-papular', 'coma'], 'unique_drug1': ['dental caries', 'rhinitis seasonal', 'optic neuritis', 'renal pain', 'oedema peripheral', 'cervix carcinoma stage 0', 'hypokinesia', 'skin hypertrophy', 'ovarian carcinoma', 'memory impairment', 'dry eye', 'muscle atrophy', 'cyst', 'gastric ulcer', 'nephrotic syndrome', 'meningitis', 'injection site hypersensitivity', 'systolic murmur', 'lipoatrophy', 'melaena', 'pulmonary embolism', 'ovarian cancer', 'weight increased', 'pericardial effusion', 'urethritis noninfective', 'papanicolaou smear suspicious', 'micturition urgency', 'central nervous system neoplasm', 'monoplegia', 'salivary gland enlargement', 'ataxia', 'duodenal ulcer', 'influenza like illness', 'varicose vein', 'enlargement abdomen', 'acute coronary syndrome', 'alcohol intolerance', 'vaginal haemorrhage', 'myopathy', 'paranoia', 'psychotic depression', 'oesophagitis', 'paranoid reaction', 'skin carcinoma', 'xanthoma', 'hepatocellular injury', 'hyperventilation', 'paraplegia', 'urethritis', 'nephrolithiasis', 'ovarian cyst', 'cervical dysplasia', 'nocturia', 'injection site pruritus', 'bone pain', 'pancytopenia', 'urine analysis abnormal', 'respiratory tract infection viral', 'mental disorder', 'glaucoma', 'affect lability', 'impaired healing', 'hydrocephalus', 'cataract', 'erectile dysfunction', 'oesophageal ulcer', 'cardiomegaly', 'injection site abscess', 'aphasia', 'generalised spasm', 'infestation nos', 'respiratory failure', 'calculus of kidney', 'otitis externa', 'thrombosis', 'nasopharyngitis', 'ageusia', 'gingival bleeding', 'scotoma', 'lymphadenopathy', 'major depression', 'heart sounds abnormal', 'myoclonus', 'priapism', 'speech disorder', 'lipoma', 'skin atrophy', 'mouth ulceration', 'abscess', 'myelitis', 'hyperthyroidism', 'eosinophilia', 'carcinoma of lung', 'hepatitis', 'pollakiuria', 'abnormal dreams', 'cholecystitis', 'neuralgia', 'cardiomyopathy', 'breast cancer', 'malnutrition', 'haematemesis', 'orthostatic hypotension', 'mood swings', 'anorectal discomfort', 'local reaction', 'cellulitis', 'stupor', 'candida infection', 'splenomegaly', 'haemoglobin', 'haematuria', 'depressed level of consciousness', 'fibrocystic breast disease', 'diplegia', 'injection site erythema', 'hepatomegaly', 'leukopenia', 'vulvovaginal candidiasis', 'liver injury', 'injection site mass', 'angina pectoris', 'hypoventilation', 'gout', 'lymphoedema', 'rheumatoid arthritis', 'smear cervix abnormal', 'sepsis', 'carcinoma breast', 'suicide attempt', 'infestation', 'ulcerative stomatitis', 'hypoxia', 'herpes zoster', 'ulcerative keratitis', 'viith nerve paralysis', 'infection', 'photophobia', 'weight decreased', 'bursitis', 'hostility', 'eczema', 'breast engorgement', 'warts', 'injection site hypertrophy', 'colitis', 'seasonal allergy', 'influenza', 'peripheral vascular disorder', 'tendon pain', 'melanosis', 'bladder cancer', 'polyp', 'urine abnormality', 'atrophy', 'pancreatitis', 'serum sickness', 'gastrointestinal carcinoma', 'arthritis', 'abdominal distension', 'furuncle', 'skin striae', 'hernia', 'oral candidiasis', 'haemorrhage', 'midsystolic click', 'blindness', 'urinary tract disorder', 'libido decreased', ""cushing's syndrome"", 'mydriasis', 'menorrhagia', 'pyelonephritis', 'coronary artery occlusion', 'tenosynovitis', 'injection site fibrosis', 'herpes simplex', 'pneumonia', 'bladder carcinoma', 'pseudolymphoma', 'psoriasis', 'urethral disorder', 'vesiculobullous rash', 'goitre', 'osteomyelitis', 'cerebrovascular accident', 'vaginal moniliasis', 'breast enlargement', 'photosensitivity reaction', 'stomatitis', 'tongue discolouration', 'erythema nodosum', 'neoplasm', 'brain oedema', 'flank pain', 'injection site haematoma', 'cushingoid', 'lung neoplasm malignant', 'nephrosis', 'anaemia', 'facial paralysis', 'hypercholesterolaemia', 'pleural effusion', 'rectal haemorrhage', 'furunculosis', 'vaginal infection', 'proctalgia', 'circumoral paresthesia', 'myocardial infarction', 'skin cancer', 'migraine', 'injection site atrophy', 'vaginal inflammation', 'manic psychosis', 'benign neoplasm of skin', 'vulvovaginal mycotic infection', 'acute leukaemia', 'cardiac murmur', 'sexual dysfunction', 'amenorrhoea', 'hypothyroidism', 'cholelithiasis', 'pancreatic disorder', 'fungal skin infection', 'rectal tenesmus', 'skin papilloma', 'gastroenteritis', 'disturbance in sexual arousal', 'bronchitis', 'genitourinary tract neoplasm', 'dermatitis contact', 'mania', 'atrial fibrillation', 'rash pustular', 'cardiac failure congestive', 'renal failure'], 'unique_drug2': ['coldness', 'eye pruritus', 'renal failure acute', 'presyncope', 'nephrogenic systemic fibrosis', 'swelling', 'anorexia', 'amblyopia', 'hypoaesthesia', 'pulmonary oedema', 'application site reaction', 'salivary hypersecretion', 'laryngeal oedema', 'vasospasm', 'dysgeusia', 'vessel puncture site bruise', 'hyponatraemia', 'wheezing', 'oliguria', 'sweating increased', 'basophilia', 'ill-defined disorder', 'muscle contracture', 'serum creatinine increased', 'gastrointestinal pain', 'neck stiffness', 'blood creatinine increased', 'flushing', 'visual disturbance', 'nuchal rigidity', 'oral discomfort', 'phlebitis superficial', 'fatigue', 'cardiac arrest', 'vertigo', 'pharyngeal oedema', 'oropharyngeal swelling', 'glioma', 'necrosis', 'confusional state', 'sneezing', 'acute kidney injury', 'agitation', 'musculoskeletal stiffness', 'endophthalmitis', 'eye swelling', 'venipuncture site bruise', 'dyspepsia', 'feeling hot', 'injection site bruising', 'blister', 'sinusitis', 'hyperglycaemia', 'creatinine increased', 'lip swelling', 'bronchospasm', 'blood pressure increased', 'myalgia', 'hyperacusis', 'bundle branch block', 'visual impairment', 'myasthenia', 'ocular hyperaemia', 'swelling face', 'neck pain', 'tinnitus', 'warmth', 'somnolence', 'lacrimation increased', 'hypoglycaemia', 'paraesthesia', 'numbness', 'flatulence', 'headache', 'pain in extremity', 'rash macular', 'decreased appetite', 'pancreatitis necrotising', 'respiratory arrest', 'feeling cold', 'atrioventricular block first degree', 'hypertonia', 'eyelid oedema', 'constipation', 'akathisia', 'injection site coldness', 'erythema multiforme', 'pelvic pain', 'nasal congestion', 'parosmia', 'dysuria', 'cramps of lower extremities', 'pallor', 'respiratory distress', 'oropharyngeal discomfort', 'thirst', 'pharyngitis', 'extravasation', 'conjunctivitis', 'feeling abnormal', 'discomfort', 'hypercalcaemia', 'inflammation', 'haemoptysis', 'injection site haemorrhage', 'muscular weakness', 'sensory loss', 'malaise', 'diarrhoea', 'abdominal pain']}",,,comparison,glat,gadolinium,,,,,,,,,,,,,,
What side effects do simvastatin and cgp have in common?,drug_comparison,,,"['hypersensitivity', 'upper respiratory tract infection', 'vomiting', 'fatigue', 'vertigo', 'constipation', 'depression', 'infection', 'body temperature increased', 'oedema', 'muscle spasms', 'confusional state', 'dermatitis', 'pruritus', 'musculoskeletal discomfort', 'erythema', 'thrombocytopenia', 'anxiety', 'asthenia', 'anaemia', 'anorexia', 'tremor', 'paraesthesia', 'nausea', 'chills', 'arthralgia', 'dyspepsia', 'headache', 'dyspnoea', 'feeling abnormal', 'discomfort', 'gastrointestinal disorder', 'decreased appetite', 'dizziness', 'chest pain', 'ill-defined disorder', 'vision blurred', 'leukopenia', 'rash', 'gastrointestinal pain', 'flushing', 'pain', 'malaise', 'myalgia', 'alopecia', 'diarrhoea', 'abdominal pain', 'mental disorder', 'insomnia']",,,common,simvastatin,cgp,,,,,,,,,,,,,,
Which side effects are unique to anagrelide compared to memantine?,drug_comparison,,,"['dysarthria', 'photosensitivity reaction', 'tubulointerstitial nephritis', 'essential thrombocythaemia', 'muscle spasms', 'cramps of lower extremities', 'gingival bleeding', 'unspecified disorder of skin and subcutaneous tissue', 'neck pain', 'pericardial effusion', 'lymphadenopathy', 'pulmonary hypertension', 'chronic myeloid leukaemia', 'pleural effusion', 'amblyopia', 'distress gastrointestinal', 'cardiac fibrillation', 'interstitial lung disease', 'duodenal ulcer', 'pericarditis', 'migraine', 'skin discolouration', 'sweating', 'cardiomyopathy', 'eosinophilic pneumonia', 'hepatotoxicity', 'polycythaemia vera', 'photosensitivity', 'interstitial pneumonia', 'ear and labyrinth disorders', 'ventricular tachycardia', 'fibrosis', 'aphthous stomatitis', 'abdominal discomfort', 'lung infiltration', 'laboratory test abnormal', 'alveolitis allergic', 'ecchymosis', 'atrioventricular block complete', 'flu symptoms', 'incontinence', 'fluid retention', 'nocturia', 'pulmonary fibrosis', 'headache occurring']",,,unique,anagrelide,memantine,,,,,,,,,,,,,,
Compare the side effect profiles of alogliptin and tafluprost,drug_comparison,,,"{'common': ['nasopharyngitis', 'headache'], 'unique_drug1': ['dermatitis', 'hypersensitivity', 'upper respiratory tract infection', 'urticaria', 'diabetes mellitus', 'pancreatitis acute', 'pancreatitis', 'anaphylactic shock', 'serum sickness', 'rash', 'stevens-johnson syndrome', 'hypoglycaemia', 'acute hepatic failure', 'erythema multiforme', 'angioedema'], 'unique_drug2': ['cataract', 'eye pruritus', 'eyelash darkening', 'iritis', 'ocular hyperaemia', 'dry eye', 'photophobia', 'cough', 'pruritus', 'punctate keratitis', 'urinary tract infection', 'asthma', 'conjunctival hyperaemia', 'lacrimation increased', 'iris hyperpigmentation', 'endophthalmitis', 'eye discharge', 'visual acuity reduced', 'eye disorder', 'ocular stinging', 'common cold', 'dyspnoea', 'conjunctivitis allergic', 'growth of eyelashes', 'uveitis', 'eyelash thickening', 'blepharal pigmentation', 'rhinitis', 'erythema of eyelid', 'eyelash discolouration', 'eyelash hyperpigmentation', 'vision blurred', 'exacerbation of asthma', 'eye irritation', 'eye pain', 'nervous system disorder', 'eyelid oedema', 'foreign body sensation in eyes']}",,,comparison,alogliptin,tafluprost,,,,,,,,,,,,,,
What side effects do maraviroc and capsaicin have in common?,drug_comparison,,,"['vomiting', 'infestation', 'herpes zoster', 'mediastinal disorder', 'infestation nos', 'infection', 'cough', 'cardiac disorder', 'nasopharyngitis', 'pruritus', 'erythema', 'unspecified disorder of skin and subcutaneous tissue', 'nausea', 'eye disorder', 'headache', 'sinusitis', 'gastrointestinal disorder', 'skin disorder', 'neuropathy peripheral', 'angiopathy', 'dizziness', 'connective tissue disorder', 'bronchitis', 'nervous system disorder']",,,common,maraviroc,capsaicin,,,,,,,,,,,,,,
What side effects do boceprevir and oxybutynin have in common?,drug_comparison,,,"['hypersensitivity', 'dysphonia', 'abdominal pain upper', 'oedema peripheral', 'depression', 'breast disorder', 'dry eye', 'memory impairment', 'dermatitis', 'pruritus', 'musculoskeletal discomfort', 'loss of consciousness', 'hypoaesthesia', 'angioedema', 'salivary hypersecretion', 'hypertension', 'gastrointestinal disorder', 'dysgeusia', 'ear and labyrinth disorders', 'paranoia', 'ill-defined disorder', 'vision blurred', 'gastrointestinal pain', 'flushing', 'chest discomfort', 'nocturia', 'mental disorder', 'affect lability', 'fatigue', 'erectile dysfunction', 'glossitis', 'infestation nos', 'dry mouth', 'confusional state', 'cardiac disorder', 'nasopharyngitis', 'gastrooesophageal reflux disease', 'agitation', 'erythema', 'sleep disorder', 'asthenia', 'palpitations', 'mouth ulceration', 'arthralgia', 'dyspepsia', 'pollakiuria', 'mental disability', 'sinusitis', 'malnutrition', 'skin disorder', 'mood swings', 'angiopathy', 'dizziness', 'rhinitis', 'pain', 'arrhythmia', 'visual impairment', 'hypotension', 'infestation', 'psychotic disorder', 'infection', 'cough', 'cognitive disorder', 'dysphagia', 'colitis', 'influenza', 'amnesia', 'unspecified disorder of skin and subcutaneous tissue', 'urinary tract infection', 'anxiety', 'sinus congestion', 'tinnitus', 'paraesthesia', 'nausea', 'eye disorder', 'flatulence', 'headache', 'pain in extremity', 'tachycardia', 'arthritis', 'abdominal distension', 'decreased appetite', 'epistaxis', 'abdominal discomfort', 'urinary tract disorder', 'chest pain', 'dry throat', 'eye pain', 'nervous system disorder', 'oropharyngeal pain', 'insomnia', 'vomiting', 'urethral disorder', 'shock', 'constipation', 'mediastinal disorder', 'dry skin', 'stomatitis', 'nasal congestion', 'tongue discolouration', 'dysuria', 'urticaria', 'pharyngitis', 'conjunctivitis', 'migraine', 'feeling abnormal', 'discomfort', 'increased upper airway secretion', 'syncope', 'connective tissue disorder', 'back pain', 'rash', 'bronchitis', 'malaise', 'diarrhoea', 'abdominal pain']",,,common,boceprevir,oxybutynin,,,,,,,,,,,,,,
What side effects do bosentan and l-dmp have in common?,drug_comparison,,,"['hypersensitivity', 'oedema peripheral', 'dermatitis', 'pruritus', 'musculoskeletal discomfort', 'loss of consciousness', 'weight increased', 'jaundice', 'hypoaesthesia', 'angioedema', 'chills', 'pulmonary oedema', 'dyspnoea', 'dehydration', 'acute coronary syndrome', 'hyponatraemia', 'sweating increased', 'libido increased', 'liver function test abnormal', 'vision blurred', 'gastrointestinal pain', 'mental disorder', 'affect lability', 'vertigo', 'body temperature increased', 'dry mouth', 'muscle spasms', 'nasopharyngitis', 'shivering', 'thrombocytopenia', 'asthenia', 'mouth ulceration', 'arthralgia', 'eosinophilia', 'dyspepsia', 'hepatitis', 'pollakiuria', 'skin discolouration', 'sinusitis', 'hyperglycaemia', 'orthostatic hypotension', 'mood swings', 'haematuria', 'dizziness', 'cystitis', 'leukopenia', 'angina pectoris', 'gout', 'hypotension', 'skin ulcer', 'infection', 'bladder pain', 'photophobia', 'weight decreased', 'cough', 'eczema', 'influenza', 'urinary tract infection', 'anxiety', 'tinnitus', 'somnolence', 'hypoglycaemia', 'tremor', 'paraesthesia', 'nausea', 'hepatic function abnormal', 'flatulence', 'headache', 'tachycardia', 'decreased appetite', 'epistaxis', 'intestinal obstruction', 'blood lactate dehydrogenase increased', 'ecchymosis', 'pneumonia', 'blood alkaline phosphatase increased', 'insomnia', 'vomiting', 'hypokalaemia', 'shock', 'constipation', 'cerebrovascular accident', 'cystitis noninfective', 'erythema multiforme', 'dry skin', 'stomatitis', 'hyperhidrosis', 'oedema', 'dysuria', 'urticaria', 'asthma', 'anaemia', 'pulmonary hypertension', 'thirst', 'rectal haemorrhage', 'conjunctivitis', 'myocardial infarction', 'anaphylactic shock', 'discomfort', 'bradycardia', 'syncope', 'ventricular tachycardia', 'haemoptysis', 'back pain', 'gastroenteritis', 'rash', 'disturbance in sexual arousal', 'bronchitis', 'atrial fibrillation', 'diarrhoea', 'abdominal pain']",,,common,bosentan,l-dmp,,,,,,,,,,,,,,
What side effects do fluticasone/salmeterol and boceprevir have in common?,drug_comparison,,,"['hypersensitivity', 'dysphonia', 'infestation', 'mediastinal disorder', 'infestation nos', 'infection', 'immune system disorder', 'muscle spasms', 'mental disorder', 'cardiac disorder', 'agitation', 'musculoskeletal discomfort', 'unspecified disorder of skin and subcutaneous tissue', 'sleep disorder', 'anxiety', 'palpitations', 'angioedema', 'arthralgia', 'headache', 'dyspnoea', 'hyperglycaemia', 'tachycardia', 'malnutrition', 'endocrine disorder', 'skin disorder', 'irritability', 'candida infection', 'connective tissue disorder', 'atrial fibrillation', 'nervous system disorder', 'pneumonia', 'arrhythmia']",,,common,fluticasone/salmeterol,boceprevir,,,,,,,,,,,,,,
Compare the side effect profiles of vacv and barium,drug_comparison,,,"{'common': ['vomiting', 'nausea', 'diarrhoea', 'abdominal pain'], 'unique_drug1': ['hypersensitivity', 'upper respiratory tract infection', 'auditory and visual hallucinations', 'immunocompromised', 'renal pain', 'oedema peripheral', 'depression', 'renal failure acute', 'dermatitis', 'pruritus', 'thrombotic thrombocytopenic purpura', 'musculoskeletal discomfort', 'anorexia', 'altered state of consciousness', 'angioedema', 'chills', 'ataxia', 'dyspnoea', 'dehydration', 'hypertension', 'gastrointestinal disorder', 'photosensitivity', 'aspartate aminotransferase increased', 'nervousness', 'haemolytic uraemic syndrome', 'neurologic reaction', 'liver function test abnormal', 'gastrointestinal pain', 'blood creatinine increased', 'fatigue', 'neurological symptom', 'face oedema', 'rhinorrhoea', 'aggression', 'hepatobiliary disease', 'body temperature increased', 'leukocytoclastic vasculitis', 'dry mouth', 'confusional state', 'nasopharyngitis', 'rectal disorder', 'tooth disorder', 'prolonged menses', 'cytomegalovirus infection', 'agitation', 'thrombocytopenia', 'sleep disorder', 'asthenia', 'aplastic anaemia', 'mouth ulceration', 'arthralgia', 'dyspepsia', 'hepatitis', 'sinusitis', 'creatinine increased', 'skin disorder', 'haematuria', 'dizziness', 'blood and lymphatic system disorders', 'rhinitis', 'depressed level of consciousness', 'thrombotic microangiopathy', 'leukopenia', 'pain', 'myalgia', 'dysmenorrhoea', 'renal impairment', 'psychotic disorder', 'acne', 'dysarthria', 'infection', 'cough', 'eczema', 'influenza', 'unspecified disorder of skin and subcutaneous tissue', 'urinary tract infection', 'somnolence', 'tremor', 'paraesthesia', 'flatulence', 'headache', 'tachycardia', 'encephalopathy', 'decreased appetite', 'abdominal discomfort', 'urinary tract disorder', 'platelet count decreased', 'immunodeficiency', 'chest pain', 'microangiopathic haemolytic anaemia', 'menorrhagia', 'herpes simplex', 'tension', 'alopecia', 'nervous system disorder', 'cough increased', 'blood alkaline phosphatase increased', 'insomnia', 'urethral disorder', 'alanine aminotransferase increased', 'constipation', 'mediastinal disorder', 'immune system disorder', 'erythema multiforme', 'anorectal disorder', 'stomatitis', 'photosensitivity reaction', 'osteoarthritis', 'oedema', 'phosphatase alkaline increased', 'urticaria', 'anaemia', 'hallucinations, mixed', 'pharyngitis', 'migraine', 'injury', 'anaphylactic shock', 'feeling abnormal', 'accidental injury', 'raised liver function tests', 'back pain', 'hallucination', 'rash', 'bronchitis', 'convulsion', 'mania', 'renal failure', 'coma'], 'unique_drug2': ['appendicitis', 'abdominal cramps', 'pneumonia aspiration', 'peritonitis', 'barium impaction', 'granuloma', 'intestinal perforation', 'aspiration pneumonitis']}",,,comparison,vacv,barium,,,,,,,,,,,,,,
Which side effects are unique to ntbc compared to doripenem?,drug_comparison,,,"['hepatic failure', 'cataract', 'sepsis', 'respiratory insufficiency', 'respiratory failure', 'dry skin', 'photophobia', 'keratitis', 'agranulocytosis', 'gastrointestinal haemorrhage', 'hyperkinesia', 'melaena', 'agitation', 'porphyrin metabolism disorder', 'enanthema', 'gastritis', 'leukocytosis', 'thirst', 'somnolence', 'hypoglycaemia', 'otitis', 'hepatic function abnormal', 'tooth discolouration', 'conjunctivitis', 'eye disorder', 'liver nodule', 'rash erythematous', 'hepatic neoplasm', 'dehydration', 'corneal opacity', 'blepharitis', 'encephalopathy', 'cyanosis', 'amenorrhoea', 'brain neoplasm', 'haemorrhage', 'nervousness', 'haemoglobin', 'epistaxis', 'dermatitis exfoliative', 'gastroenteritis', 'hepatomegaly', 'gastrointestinal pain', 'bronchitis', 'ear infection', 'tension', 'alopecia', 'rash maculo-papular', 'eye pain', 'neoplasm malignant', 'abdominal pain', 'septicemia']",,,unique,ntbc,doripenem,,,,,,,,,,,,,,
